#string_taxon_id	cluster_id	protein_id
9606	CL:34	9606.ENSP00000452877
9606	CL:34	9606.ENSP00000381036
9606	CL:34	9606.ENSP00000273067
9606	CL:34	9606.ENSP00000295770
9606	CL:34	9606.ENSP00000282538
9606	CL:34	9606.ENSP00000261875
9606	CL:34	9606.ENSP00000434364
9606	CL:34	9606.ENSP00000259056
9606	CL:34	9606.ENSP00000339621
9606	CL:34	9606.ENSP00000458065
9606	CL:34	9606.ENSP00000284629
9606	CL:34	9606.ENSP00000443795
9606	CL:34	9606.ENSP00000361712
9606	CL:34	9606.ENSP00000358617
9606	CL:34	9606.ENSP00000455132
9606	CL:34	9606.ENSP00000244051
9606	CL:34	9606.ENSP00000322937
9606	CL:34	9606.ENSP00000340979
9606	CL:34	9606.ENSP00000434515
9606	CL:34	9606.ENSP00000264157
9606	CL:34	9606.ENSP00000356389
9606	CL:34	9606.ENSP00000382327
9606	CL:34	9606.ENSP00000318641
9606	CL:34	9606.ENSP00000418086
9606	CL:34	9606.ENSP00000247815
9606	CL:34	9606.ENSP00000386485
9606	CL:34	9606.ENSP00000380286
9606	CL:34	9606.ENSP00000441410
9606	CL:34	9606.ENSP00000382250
9606	CL:34	9606.ENSP00000272091
9606	CL:34	9606.ENSP00000302144
9606	CL:34	9606.ENSP00000013125
9606	CL:34	9606.ENSP00000413079
9606	CL:34	9606.ENSP00000438262
9606	CL:34	9606.ENSP00000333697
9606	CL:34	9606.ENSP00000480443
9606	CL:34	9606.ENSP00000259089
9606	CL:34	9606.ENSP00000316527
9606	CL:34	9606.ENSP00000378072
9606	CL:34	9606.ENSP00000313384
9606	CL:34	9606.ENSP00000357125
9606	CL:34	9606.ENSP00000320217
9606	CL:34	9606.ENSP00000223167
9606	CL:34	9606.ENSP00000499123
9606	CL:34	9606.ENSP00000420211
9606	CL:34	9606.ENSP00000357709
9606	CL:34	9606.ENSP00000363583
9606	CL:34	9606.ENSP00000371689
9606	CL:34	9606.ENSP00000261574
9606	CL:34	9606.ENSP00000360002
9606	CL:34	9606.ENSP00000482773
9606	CL:34	9606.ENSP00000301887
9606	CL:34	9606.ENSP00000490913
9606	CL:34	9606.ENSP00000497775
9606	CL:34	9606.ENSP00000362465
9606	CL:34	9606.ENSP00000261326
9606	CL:34	9606.ENSP00000307734
9606	CL:34	9606.ENSP00000456436
9606	CL:34	9606.ENSP00000219302
9606	CL:34	9606.ENSP00000384716
9606	CL:34	9606.ENSP00000388137
9606	CL:34	9606.ENSP00000462309
9606	CL:34	9606.ENSP00000417402
9606	CL:34	9606.ENSP00000364591
9606	CL:34	9606.ENSP00000268379
9606	CL:34	9606.ENSP00000238682
9606	CL:34	9606.ENSP00000285238
9606	CL:34	9606.ENSP00000204604
9606	CL:34	9606.ENSP00000367714
9606	CL:34	9606.ENSP00000373272
9606	CL:34	9606.ENSP00000269216
9606	CL:34	9606.ENSP00000350090
9606	CL:34	9606.ENSP00000297029
9606	CL:34	9606.ENSP00000377633
9606	CL:34	9606.ENSP00000357189
9606	CL:34	9606.ENSP00000296412
9606	CL:34	9606.ENSP00000358210
9606	CL:34	9606.ENSP00000288221
9606	CL:34	9606.ENSP00000428612
9606	CL:34	9606.ENSP00000356047
9606	CL:34	9606.ENSP00000263694
9606	CL:34	9606.ENSP00000424725
9606	CL:34	9606.ENSP00000323879
9606	CL:34	9606.ENSP00000475924
9606	CL:34	9606.ENSP00000372462
9606	CL:34	9606.ENSP00000353343
9606	CL:34	9606.ENSP00000332488
9606	CL:34	9606.ENSP00000468690
9606	CL:34	9606.ENSP00000320488
9606	CL:34	9606.ENSP00000281282
9606	CL:34	9606.ENSP00000326305
9606	CL:34	9606.ENSP00000424198
9606	CL:34	9606.ENSP00000358778
9606	CL:34	9606.ENSP00000497236
9606	CL:34	9606.ENSP00000184183
9606	CL:34	9606.ENSP00000397566
9606	CL:34	9606.ENSP00000498042
9606	CL:34	9606.ENSP00000498771
9606	CL:34	9606.ENSP00000326042
9606	CL:34	9606.ENSP00000309640
9606	CL:34	9606.ENSP00000363043
9606	CL:34	9606.ENSP00000352627
9606	CL:34	9606.ENSP00000361666
9606	CL:34	9606.ENSP00000315554
9606	CL:34	9606.ENSP00000365938
9606	CL:34	9606.ENSP00000376603
9606	CL:34	9606.ENSP00000346916
9606	CL:34	9606.ENSP00000008938
9606	CL:34	9606.ENSP00000258969
9606	CL:34	9606.ENSP00000346577
9606	CL:34	9606.ENSP00000302846
9606	CL:34	9606.ENSP00000296280
9606	CL:34	9606.ENSP00000252599
9606	CL:34	9606.ENSP00000338613
9606	CL:34	9606.ENSP00000328358
9606	CL:34	9606.ENSP00000485473
9606	CL:34	9606.ENSP00000425786
9606	CL:34	9606.ENSP00000497641
9606	CL:34	9606.ENSP00000330587
9606	CL:34	9606.ENSP00000253079
9606	CL:34	9606.ENSP00000359793
9606	CL:34	9606.ENSP00000325240
9606	CL:34	9606.ENSP00000368102
9606	CL:34	9606.ENSP00000483688
9606	CL:34	9606.ENSP00000400908
9606	CL:34	9606.ENSP00000483631
9606	CL:34	9606.ENSP00000431840
9606	CL:34	9606.ENSP00000348912
9606	CL:34	9606.ENSP00000485364
9606	CL:34	9606.ENSP00000310593
9606	CL:34	9606.ENSP00000397002
9606	CL:34	9606.ENSP00000001146
9606	CL:34	9606.ENSP00000366378
9606	CL:34	9606.ENSP00000448811
9606	CL:34	9606.ENSP00000243918
9606	CL:34	9606.ENSP00000366098
9606	CL:34	9606.ENSP00000323811
9606	CL:34	9606.ENSP00000333956
9606	CL:34	9606.ENSP00000350136
9606	CL:34	9606.ENSP00000349252
9606	CL:34	9606.ENSP00000351040
9606	CL:34	9606.ENSP00000422591
9606	CL:34	9606.ENSP00000354623
9606	CL:34	9606.ENSP00000417207
9606	CL:34	9606.ENSP00000228850
9606	CL:34	9606.ENSP00000355319
9606	CL:34	9606.ENSP00000302801
9606	CL:34	9606.ENSP00000372651
9606	CL:34	9606.ENSP00000326247
9606	CL:34	9606.ENSP00000238497
9606	CL:34	9606.ENSP00000367185
9606	CL:34	9606.ENSP00000487444
9606	CL:34	9606.ENSP00000364802
9606	CL:34	9606.ENSP00000367787
9606	CL:34	9606.ENSP00000362888
9606	CL:34	9606.ENSP00000264344
9606	CL:34	9606.ENSP00000357461
9606	CL:34	9606.ENSP00000423099
9606	CL:34	9606.ENSP00000347834
9606	CL:34	9606.ENSP00000463058
9606	CL:34	9606.ENSP00000425915
9606	CL:34	9606.ENSP00000333802
9606	CL:34	9606.ENSP00000315011
9606	CL:34	9606.ENSP00000369055
9606	CL:34	9606.ENSP00000437468
9606	CL:34	9606.ENSP00000456480
9606	CL:34	9606.ENSP00000234371
9606	CL:34	9606.ENSP00000296102
9606	CL:34	9606.ENSP00000280979
9606	CL:34	9606.ENSP00000354032
9606	CL:34	9606.ENSP00000180166
9606	CL:34	9606.ENSP00000256257
9606	CL:34	9606.ENSP00000334675
9606	CL:34	9606.ENSP00000279168
9606	CL:34	9606.ENSP00000333395
9606	CL:34	9606.ENSP00000377381
9606	CL:34	9606.ENSP00000242994
9606	CL:34	9606.ENSP00000464635
9606	CL:34	9606.ENSP00000414644
9606	CL:34	9606.ENSP00000477455
9606	CL:34	9606.ENSP00000497351
9606	CL:34	9606.ENSP00000267102
9606	CL:34	9606.ENSP00000333374
9606	CL:34	9606.ENSP00000490518
9606	CL:34	9606.ENSP00000442460
9606	CL:34	9606.ENSP00000232564
9606	CL:34	9606.ENSP00000253693
9606	CL:34	9606.ENSP00000320291
9606	CL:34	9606.ENSP00000244050
9606	CL:34	9606.ENSP00000452535
9606	CL:34	9606.ENSP00000262764
9606	CL:34	9606.ENSP00000417214
9606	CL:34	9606.ENSP00000491941
9606	CL:34	9606.ENSP00000333926
9606	CL:34	9606.ENSP00000465978
9606	CL:34	9606.ENSP00000445508
9606	CL:34	9606.ENSP00000251303
9606	CL:34	9606.ENSP00000484121
9606	CL:34	9606.ENSP00000352927
9606	CL:34	9606.ENSP00000243611
9606	CL:34	9606.ENSP00000343871
9606	CL:34	9606.ENSP00000391490
9606	CL:34	9606.ENSP00000481022
9606	CL:34	9606.ENSP00000316924
9606	CL:34	9606.ENSP00000362759
9606	CL:34	9606.ENSP00000419417
9606	CL:34	9606.ENSP00000307540
9606	CL:34	9606.ENSP00000330381
9606	CL:34	9606.ENSP00000258145
9606	CL:34	9606.ENSP00000395086
9606	CL:34	9606.ENSP00000489829
9606	CL:34	9606.ENSP00000375622
9606	CL:34	9606.ENSP00000489616
9606	CL:34	9606.ENSP00000363500
9606	CL:34	9606.ENSP00000295463
9606	CL:34	9606.ENSP00000460475
9606	CL:34	9606.ENSP00000306275
9606	CL:34	9606.ENSP00000219299
9606	CL:34	9606.ENSP00000253796
9606	CL:34	9606.ENSP00000326232
9606	CL:34	9606.ENSP00000481012
9606	CL:34	9606.ENSP00000332615
9606	CL:34	9606.ENSP00000288699
9606	CL:34	9606.ENSP00000363746
9606	CL:34	9606.ENSP00000500934
9606	CL:34	9606.ENSP00000342952
9606	CL:34	9606.ENSP00000274695
9606	CL:34	9606.ENSP00000317595
9606	CL:34	9606.ENSP00000359990
9606	CL:34	9606.ENSP00000423309
9606	CL:34	9606.ENSP00000376333
9606	CL:34	9606.ENSP00000428055
9606	CL:34	9606.ENSP00000405482
9606	CL:34	9606.ENSP00000256103
9606	CL:34	9606.ENSP00000359925
9606	CL:34	9606.ENSP00000305465
9606	CL:34	9606.ENSP00000431548
9606	CL:34	9606.ENSP00000310406
9606	CL:34	9606.ENSP00000324648
9606	CL:34	9606.ENSP00000360379
9606	CL:34	9606.ENSP00000367950
9606	CL:34	9606.ENSP00000249647
9606	CL:34	9606.ENSP00000225728
9606	CL:34	9606.ENSP00000297283
9606	CL:34	9606.ENSP00000349503
9606	CL:34	9606.ENSP00000424261
9606	CL:34	9606.ENSP00000365426
9606	CL:34	9606.ENSP00000351190
9606	CL:34	9606.ENSP00000223357
9606	CL:34	9606.ENSP00000201031
9606	CL:34	9606.ENSP00000258742
9606	CL:34	9606.ENSP00000441685
9606	CL:34	9606.ENSP00000262374
9606	CL:34	9606.ENSP00000285116
9606	CL:34	9606.ENSP00000334246
9606	CL:34	9606.ENSP00000334611
9606	CL:34	9606.ENSP00000258173
9606	CL:34	9606.ENSP00000316845
9606	CL:34	9606.ENSP00000501245
9606	CL:34	9606.ENSP00000222374
9606	CL:34	9606.ENSP00000466047
9606	CL:34	9606.ENSP00000261023
9606	CL:34	9606.ENSP00000293636
9606	CL:34	9606.ENSP00000403614
9606	CL:34	9606.ENSP00000363492
9606	CL:34	9606.ENSP00000497691
9606	CL:34	9606.ENSP00000308413
9606	CL:34	9606.ENSP00000369547
9606	CL:34	9606.ENSP00000397435
9606	CL:34	9606.ENSP00000381698
9606	CL:34	9606.ENSP00000365630
9606	CL:34	9606.ENSP00000327054
9606	CL:34	9606.ENSP00000355969
9606	CL:34	9606.ENSP00000317333
9606	CL:34	9606.ENSP00000301740
9606	CL:34	9606.ENSP00000466639
9606	CL:34	9606.ENSP00000497858
9606	CL:34	9606.ENSP00000271628
9606	CL:34	9606.ENSP00000377936
9606	CL:34	9606.ENSP00000421339
9606	CL:34	9606.ENSP00000375095
9606	CL:34	9606.ENSP00000315203
9606	CL:34	9606.ENSP00000252032
9606	CL:34	9606.ENSP00000471851
9606	CL:34	9606.ENSP00000356840
9606	CL:34	9606.ENSP00000484621
9606	CL:34	9606.ENSP00000345809
9606	CL:34	9606.ENSP00000345492
9606	CL:34	9606.ENSP00000280258
9606	CL:34	9606.ENSP00000040584
9606	CL:34	9606.ENSP00000362361
9606	CL:34	9606.ENSP00000287020
9606	CL:34	9606.ENSP00000485547
9606	CL:34	9606.ENSP00000366047
9606	CL:34	9606.ENSP00000431240
9606	CL:34	9606.ENSP00000315731
9606	CL:34	9606.ENSP00000340998
9606	CL:34	9606.ENSP00000315659
9606	CL:34	9606.ENSP00000366156
9606	CL:34	9606.ENSP00000365714
9606	CL:34	9606.ENSP00000353734
9606	CL:34	9606.ENSP00000357643
9606	CL:34	9606.ENSP00000301175
9606	CL:34	9606.ENSP00000429824
9606	CL:34	9606.ENSP00000302716
9606	CL:34	9606.ENSP00000355046
9606	CL:34	9606.ENSP00000372272
9606	CL:34	9606.ENSP00000354340
9606	CL:34	9606.ENSP00000332604
9606	CL:34	9606.ENSP00000318437
9606	CL:34	9606.ENSP00000360500
9606	CL:34	9606.ENSP00000264065
9606	CL:34	9606.ENSP00000273598
9606	CL:34	9606.ENSP00000407545
9606	CL:34	9606.ENSP00000339374
9606	CL:34	9606.ENSP00000374490
9606	CL:34	9606.ENSP00000366923
9606	CL:34	9606.ENSP00000340594
9606	CL:34	9606.ENSP00000377385
9606	CL:34	9606.ENSP00000354991
9606	CL:34	9606.ENSP00000280191
9606	CL:34	9606.ENSP00000282841
9606	CL:34	9606.ENSP00000396379
9606	CL:34	9606.ENSP00000405899
9606	CL:34	9606.ENSP00000240423
9606	CL:34	9606.ENSP00000379999
9606	CL:34	9606.ENSP00000312367
9606	CL:34	9606.ENSP00000316357
9606	CL:34	9606.ENSP00000206423
9606	CL:34	9606.ENSP00000366314
9606	CL:34	9606.ENSP00000278426
9606	CL:34	9606.ENSP00000253144
9606	CL:34	9606.ENSP00000474861
9606	CL:34	9606.ENSP00000419449
9606	CL:34	9606.ENSP00000382434
9606	CL:34	9606.ENSP00000306918
9606	CL:34	9606.ENSP00000377353
9606	CL:34	9606.ENSP00000264071
9606	CL:34	9606.ENSP00000497271
9606	CL:34	9606.ENSP00000494359
9606	CL:34	9606.ENSP00000354689
9606	CL:34	9606.ENSP00000342499
9606	CL:34	9606.ENSP00000222584
9606	CL:34	9606.ENSP00000383931
9606	CL:34	9606.ENSP00000388942
9606	CL:34	9606.ENSP00000216727
9606	CL:34	9606.ENSP00000414178
9606	CL:34	9606.ENSP00000482816
9606	CL:34	9606.ENSP00000459533
9606	CL:34	9606.ENSP00000393154
9606	CL:34	9606.ENSP00000367453
9606	CL:34	9606.ENSP00000359385
9606	CL:34	9606.ENSP00000308770
9606	CL:34	9606.ENSP00000292894
9606	CL:34	9606.ENSP00000353377
9606	CL:34	9606.ENSP00000490466
9606	CL:34	9606.ENSP00000340776
9606	CL:34	9606.ENSP00000262259
9606	CL:34	9606.ENSP00000361206
9606	CL:34	9606.ENSP00000367355
9606	CL:34	9606.ENSP00000341940
9606	CL:34	9606.ENSP00000357943
9606	CL:34	9606.ENSP00000359364
9606	CL:34	9606.ENSP00000239316
9606	CL:34	9606.ENSP00000348596
9606	CL:34	9606.ENSP00000373354
9606	CL:34	9606.ENSP00000283351
9606	CL:34	9606.ENSP00000497443
9606	CL:34	9606.ENSP00000403910
9606	CL:34	9606.ENSP00000439689
9606	CL:34	9606.ENSP00000209718
9606	CL:34	9606.ENSP00000480301
9606	CL:34	9606.ENSP00000302783
9606	CL:34	9606.ENSP00000482431
9606	CL:34	9606.ENSP00000219204
9606	CL:34	9606.ENSP00000313601
9606	CL:34	9606.ENSP00000264717
9606	CL:34	9606.ENSP00000360538
9606	CL:34	9606.ENSP00000452762
9606	CL:34	9606.ENSP00000423505
9606	CL:34	9606.ENSP00000242576
9606	CL:34	9606.ENSP00000479069
9606	CL:34	9606.ENSP00000470246
9606	CL:34	9606.ENSP00000429323
9606	CL:34	9606.ENSP00000052754
9606	CL:34	9606.ENSP00000375647
9606	CL:34	9606.ENSP00000322181
9606	CL:34	9606.ENSP00000486725
9606	CL:34	9606.ENSP00000244869
9606	CL:34	9606.ENSP00000283357
9606	CL:34	9606.ENSP00000291442
9606	CL:34	9606.ENSP00000313158
9606	CL:34	9606.ENSP00000463287
9606	CL:34	9606.ENSP00000369755
9606	CL:34	9606.ENSP00000228318
9606	CL:34	9606.ENSP00000385828
9606	CL:34	9606.ENSP00000378310
9606	CL:34	9606.ENSP00000415078
9606	CL:34	9606.ENSP00000414906
9606	CL:34	9606.ENSP00000216484
9606	CL:34	9606.ENSP00000298966
9606	CL:34	9606.ENSP00000376077
9606	CL:34	9606.ENSP00000370750
9606	CL:34	9606.ENSP00000341013
9606	CL:34	9606.ENSP00000341412
9606	CL:34	9606.ENSP00000350716
9606	CL:34	9606.ENSP00000424598
9606	CL:34	9606.ENSP00000329093
9606	CL:34	9606.ENSP00000370119
9606	CL:34	9606.ENSP00000491472
9606	CL:34	9606.ENSP00000367050
9606	CL:34	9606.ENSP00000266546
9606	CL:34	9606.ENSP00000250378
9606	CL:34	9606.ENSP00000382590
9606	CL:34	9606.ENSP00000281722
9606	CL:34	9606.ENSP00000211076
9606	CL:34	9606.ENSP00000362304
9606	CL:34	9606.ENSP00000480484
9606	CL:34	9606.ENSP00000243108
9606	CL:34	9606.ENSP00000259782
9606	CL:34	9606.ENSP00000247970
9606	CL:34	9606.ENSP00000294117
9606	CL:34	9606.ENSP00000407353
9606	CL:34	9606.ENSP00000452948
9606	CL:34	9606.ENSP00000307831
9606	CL:34	9606.ENSP00000261623
9606	CL:34	9606.ENSP00000240316
9606	CL:34	9606.ENSP00000313600
9606	CL:34	9606.ENSP00000418767
9606	CL:34	9606.ENSP00000355632
9606	CL:34	9606.ENSP00000319673
9606	CL:34	9606.ENSP00000359820
9606	CL:34	9606.ENSP00000262300
9606	CL:34	9606.ENSP00000368109
9606	CL:34	9606.ENSP00000243347
9606	CL:34	9606.ENSP00000348168
9606	CL:34	9606.ENSP00000383784
9606	CL:34	9606.ENSP00000398798
9606	CL:34	9606.ENSP00000216297
9606	CL:34	9606.ENSP00000421863
9606	CL:34	9606.ENSP00000319883
9606	CL:34	9606.ENSP00000281806
9606	CL:34	9606.ENSP00000361892
9606	CL:34	9606.ENSP00000332565
9606	CL:34	9606.ENSP00000431984
9606	CL:34	9606.ENSP00000345395
9606	CL:34	9606.ENSP00000352400
9606	CL:34	9606.ENSP00000319104
9606	CL:34	9606.ENSP00000263379
9606	CL:34	9606.ENSP00000361209
9606	CL:34	9606.ENSP00000293379
9606	CL:34	9606.ENSP00000406027
9606	CL:34	9606.ENSP00000355995
9606	CL:34	9606.ENSP00000363314
9606	CL:34	9606.ENSP00000310226
9606	CL:34	9606.ENSP00000258080
9606	CL:34	9606.ENSP00000354837
9606	CL:34	9606.ENSP00000340361
9606	CL:34	9606.ENSP00000064724
9606	CL:34	9606.ENSP00000260283
9606	CL:34	9606.ENSP00000307726
9606	CL:34	9606.ENSP00000294288
9606	CL:34	9606.ENSP00000261024
9606	CL:34	9606.ENSP00000315569
9606	CL:34	9606.ENSP00000385006
9606	CL:34	9606.ENSP00000366410
9606	CL:34	9606.ENSP00000357103
9606	CL:34	9606.ENSP00000363714
9606	CL:34	9606.ENSP00000251810
9606	CL:34	9606.ENSP00000392318
9606	CL:34	9606.ENSP00000276585
9606	CL:34	9606.ENSP00000345055
9606	CL:34	9606.ENSP00000468086
9606	CL:34	9606.ENSP00000358365
9606	CL:34	9606.ENSP00000378792
9606	CL:34	9606.ENSP00000263686
9606	CL:34	9606.ENSP00000361965
9606	CL:34	9606.ENSP00000331258
9606	CL:34	9606.ENSP00000360973
9606	CL:34	9606.ENSP00000340672
9606	CL:34	9606.ENSP00000304355
9606	CL:34	9606.ENSP00000303077
9606	CL:34	9606.ENSP00000291971
9606	CL:34	9606.ENSP00000370542
9606	CL:34	9606.ENSP00000371469
9606	CL:34	9606.ENSP00000013222
9606	CL:34	9606.ENSP00000375855
9606	CL:34	9606.ENSP00000463650
9606	CL:34	9606.ENSP00000350377
9606	CL:34	9606.ENSP00000341549
9606	CL:34	9606.ENSP00000375821
9606	CL:34	9606.ENSP00000257013
9606	CL:34	9606.ENSP00000352268
9606	CL:34	9606.ENSP00000266643
9606	CL:34	9606.ENSP00000326309
9606	CL:34	9606.ENSP00000423390
9606	CL:34	9606.ENSP00000366109
9606	CL:34	9606.ENSP00000358742
9606	CL:34	9606.ENSP00000478258
9606	CL:34	9606.ENSP00000356857
9606	CL:34	9606.ENSP00000353104
9606	CL:34	9606.ENSP00000418960
9606	CL:34	9606.ENSP00000257818
9606	CL:34	9606.ENSP00000406970
9606	CL:34	9606.ENSP00000376249
9606	CL:34	9606.ENSP00000222139
9606	CL:34	9606.ENSP00000467537
9606	CL:34	9606.ENSP00000447149
9606	CL:34	9606.ENSP00000312185
9606	CL:34	9606.ENSP00000492108
9606	CL:34	9606.ENSP00000463574
9606	CL:34	9606.ENSP00000380413
